Car_Name,Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),Engine_Type,CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),Mileage(kmpl),Emission,Price
Maruti Suzuki Dzire [2017-2020] ZXi Plus AMT,Maruti Suzuki,Dzire,2017,blue,sedan,49930,1st,5,petrol,37,1.2 Litre Petrol Engine,1696,5-Speed,Automatic,88.5,113,24.12,BS V,"7,20,000"
Ford EcoSport [2015-2017] Titanium+ 1.0L EcoBoost,Ford,EcoSport,2016,blue,suv,46485,1st,5,petrol,52,1.0L Ecoboost (Petrol),1298,5-Speed,Automatic,124,170,18.9,BS IV,"7,32,000"
Maruti Suzuki Celerio [2014-2021] VXi,Maruti Suzuki,Celerio,2014,white,hatchback,76306,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,06,000"
Hyundai Elite i20 [2014-2018] Asta 1.2,Hyundai,Elite i20,2015,blue,hatchback,80743,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"6,22,000"
Hyundai Elite i20 [2018-2020] Asta 1.2,Hyundai,Elite i20,2018,red,hatchback,54836,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.6,BS V,"7,42,000"
Maruti Suzuki Dzire [2017-2020] VXI AMT,Maruti Suzuki,Dzire,2018,blue,sedan,32170,1st,5,petrol,37,1.2 Litre Petrol Engine,1197,5-Speed,Automatic,88.5,113,24.12,BS V,"6,99,000"
Toyota Etios [2010-2017] VX,Toyota,Etios,2011,black,sedan,62193,1st,5,petrol,45,4 cylinder petrol engine,1496,5-Speed,Manual,80,132,17.57,BS IV,"4,26,000"
Hyundai Eon [2011-2018] Era +,Hyundai,Eon,2012,blue,hatchback,40097,1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.1,BS IV,"2,84,000"
Honda Amaze [2013-2018] 1.2 VX i-VTEC,Honda,Amaze,2015,white,sedan,44188,1st,5,petrol,35,"4-Cylinder, SOHC i-VTEC",1198,5-Speed,Manual,86.9,109,18,BS IV,"5,74,000"
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI (O),Hyundai,Elite i20,2017,red,hatchback,86163,2nd,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,"6,99,000"
Hyundai Elite i20 [2014-2018] Sportz 1.2,Hyundai,Elite i20,2016,red,hatchback,50229,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"6,05,000"
Maruti Suzuki S-Cross Alpha 1.5,Maruti Suzuki,S-Cross,2020,blue,suv,20156,1st,5,petrol,48,K15B Smart Hybrid,1462,5-Speed,Manual,103.25,138,18.55,BS IV,"11,04,000"
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2016,silver,hatchback,29122,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,"4,51,000"
Hyundai Elite i20 [2014-2018] Asta 1.2 (O),Hyundai,Elite i20,2016,white,hatchback,71532,2nd,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Manual,82,115,18.6,BS IV,"6,33,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,36581,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"18,48,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,36581,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"18,48,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,36581,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"18,48,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,36581,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"18,48,000"
Hyundai Creta [2015-2018] 1.6 SX Plus Petrol,Hyundai,Creta,2016,red,suv,37702,2nd,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122,154,15.29,BS IV,"9,43,000"
Hyundai Elite i20 [2018-2020] Sportz 1.2,Hyundai,Elite i20,2018,red,hatchback,30876,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.6,BS V,"7,09,000"
Volkswagen Polo [2010-2014] Comfortline 1.2L (P),Volkswagen,Polo,2011,white,hatchback,92227,2nd,5,petrol,45,MPI Petrol Engine,1199,5-Speed,Manual,74,110,16.2,BS IV,"4,02,000"
Volkswagen Ameo [2016-2020] Highline1.2L Plus (P),Volkswagen,Ameo,2017,grey,sedan,24747,1st,5,petrol,45,MPI Petrol Engine,1298,5-Speed,Automatic,73.75,110,17,BS V,"6,46,000"
Hyundai i10 [2010-2016] Era Petrol,Hyundai,i10,2013,white,hatchback,26671,2nd,5,petrol,35,4 cylinder inline petrol engine,1086,5-Speed,Manual,68.05,99.04,19.81,BS III,"3,34,000"
Maruti Suzuki Swift [2011-2017] VDi,Maruti Suzuki,Swift,2013,red,hatchback,84739,1st,5,diesel,43,DDiS Diesel Engine,1248,5-Speed,Manual,74,190,22.9,BS IV,"4,96,000"
Volkswagen Polo [2016-2018] All Star 1.5 (D),Volkswagen,Polo,2017,silver,hatchback,90423,1st,5,diesel,45,TDI Diesel Engine,1498,5-Speed,Manual,88,230,20.18,BS IV,"7,35,000"
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2015,brown,hatchback,40632,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.5,BS IV,"4,87,000"
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2013,silver,hatchback,59010,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.5,BS IV,"4,10,000"
Hyundai Elite i20 [2018-2020] Asta 1.2,Hyundai,Elite i20,2018,red,hatchback,24732,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.6,BS V,"7,66,000"
Kia Seltos GTX Plus,Kia,Seltos,2020,red,suv,14077,1st,5,petrol,50,Smartstream G1.4 T-GDi,1353,6-Speed,Manual,138,242,16.1,BS IV,"16,47,000"
Hyundai Eon [2011-2018] Era +,Hyundai,Eon,2013,blue,hatchback,19600,1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.1,BS IV,"3,11,000"
Hyundai i10 [2010-2016] Magna Petrol,Hyundai,i10,2015,silver,hatchback,25413,2nd,5,petrol,35,4 cylinder inline petrol engine,1197,5-Speed,Manual,68,99.08,19.81,BS III,"3,91,000"
Hyundai Fluidic Verna 4S [2015-2017] 1.6 CRDi SX,Hyundai,Fluidic Verna 4S,2017,silver,sedan,95862,1st,5,diesel,43,1.6L U2 CRDi VGT 6 Speed Manual Transmission,1582,6-Speed,Manual,126,260,24.8,BS IV,"8,70,000"
Maruti Suzuki Wagon R 1.0 [2010-2019] VXI,Maruti Suzuki,Wagon R 1.0,2012,blue,hatchback,53015,2nd,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.9,BS V,"3,23,000"
Honda Jazz V MT,Honda,Jazz,2015,maroon,hatchback,63279,1st,5,petrol,40,1.2 i-VTEC Petrol,1199,5-Speed,Manual,88.51,110,16.6,BS IV,"5,98,000"
Hyundai Xcent [2017-2019] SX Petrol,Hyundai,Xcent,2017,grey,sedan,73591,1st,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,5-Speed,Manual,81.86,113.75,20.14,BS V,"5,89,000"
Maruti Suzuki Celerio [2014-2021] VXi AMT (O),Maruti Suzuki,Celerio,2017,white,hatchback,79503,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,64,000"
Hyundai Verna [2011-2015] Fluidic 1.6 CRDi SX,Hyundai,Verna,2014,red,sedan,60227,1st,5,diesel,43,Diesel Engine,1582,6-Speed,Manual,126,260,21.9,BS III,"7,02,000"
Renault Kwid RXL,Renault,Kwid,2021,blue,hatchback,5564,1st,5,petrol,28,0.8L,799,5-Speed,Automatic,53,72,20.71,BS IV,"4,72,000"
Renault Kwid [2016-2019] 1.0 RXT,Renault,Kwid,2017,white,hatchback,71696,1st,5,petrol,28,Petrol Engine,999,5-Speed,Manual,67,91,23.01,BS V,"3,53,000"
Volkswagen Polo [2010-2014] Comfortline 1.2L (P),Volkswagen,Polo,2011,black,hatchback,44787,2nd,5,petrol,45,MPI Petrol Engine,1199,5-Speed,Manual,74,110,16.2,BS IV,"4,02,000"
Hyundai Creta [2015-2018] 1.6 SX Plus Petrol,Hyundai,Creta,2017,red,suv,68295,2nd,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122,154,15.29,BS IV,"9,77,000"
Maruti Suzuki Alto K10 [2014-2019] VXi (O),Maruti Suzuki,Alto K10,2016,white,hatchback,38868,2nd,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,"3,58,000"
Maruti Suzuki Ritz [2009-2012] VXI,Maruti Suzuki,Ritz,2012,blue,hatchback,40411,1st,5,petrol,45,KB Series,1197,5-Speed,Manual,85,113,18.5,BS IV,"3,99,000"
Hyundai Elite i20 [2018-2020] Sportz Plus 1.2,Hyundai,Elite i20,2020,white,hatchback,17156,1st,5,petrol,40,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,117,18.6,BS V,"8,36,000"
Ford EcoSport [2015-2017] Titanium 1.5L Ti-VCT,Ford,EcoSport,2017,black,suv,12761,2nd,5,petrol,52,1.5L Ti-VCT (Petrol),1499,5-Speed,Manual,110,140,15.8,BS IV,"8,03,000"
Maruti Suzuki Alto 800 Vxi,Maruti Suzuki,Alto 800,2021,grey,hatchback,10563,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,"4,10,000"
Hyundai Elite i20 [2018-2020] Asta 1.2,Hyundai,Elite i20,2018,red,hatchback,13948,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.6,BS V,"7,95,000"
Hyundai Verna [2017-2020] 1.6 VTVT SX (O) AT,Hyundai,Verna,2019,silver,sedan,6165,1st,5,petrol,45,VTVT Petrol Engine,1591,6-Speed,Automatic,121.3,151,17,BS V,"12,66,000"
Hyundai i10 [2010-2016] Magna 1.2 Petrol,Hyundai,i10,2012,red,hatchback,44478,2nd,5,petrol,35,Kappa Petrol Engine,1197,5-Speed,Manual,78.9,111.7,20.36,BS III,"3,43,000"
Hyundai i10 [2010-2016] Sportz 1.2 Petrol,Hyundai,i10,2011,golden,hatchback,85895,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,"3,62,000"
Datsun Redi-GO [2015-2019] T (O),Datsun,Redi-GO,2017,red,hatchback,42187,1st,5,petrol,28,0.8L Petrol Engine,799,5-Speed,Manual,53.64,72,20.71,BS V,"3,00,000"
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI (O),Hyundai,Elite i20,2016,blue,hatchback,88795,1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,"6,94,000"
Hyundai i20 [2012-2014] Asta 1.2,Hyundai,i20,2013,grey,hatchback,45000,2nd,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82.85,113.7,18.5,BS IV,"4,84,000"
Honda City [2017-2020] VX,Honda,City,2018,white,sedan,14861,1st,5,petrol,40,i VTEC Engine,1497,5-Speed,Automatic,117.6,145,17.4,BS V,"10,01,000"
Hyundai i10 [2010-2016] Magna Petrol,Hyundai,i10,2014,red,hatchback,61455,1st,5,petrol,35,4 cylinder inline petrol engine,1197,5-Speed,Manual,68,99.08,19.81,BS III,"3,84,000"
Honda WR-V VX i-VTEC,Honda,WR-V,2019,brown,suv,23697,1st,5,petrol,40,i-VTEC Petrol engine,1199,5-Speed,Manual,88.5,110,16.5,BS IV,"8,58,000"
Maruti Suzuki Celerio [2014-2021] ZXi (O) AMT,Maruti Suzuki,Celerio,2017,grey,hatchback,84623,1st,5,petrol,35,K10B Engine,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,82,000"
Honda Jazz [2015-2020] SV MT,Honda,Jazz,2016,silver,hatchback,36822,1st,5,petrol,40,i-VTEC Petrol Engine,1199,5-Speed,Automatic,88.7,110,18.7,BS V,"5,81,000"
Hyundai i10 [2010-2016] Magna Petrol,Hyundai,i10,2011,silver,hatchback,49985,1st,5,petrol,35,4 cylinder inline petrol engine,1197,5-Speed,Manual,68,99.08,19.81,BS III,"3,20,000"
Hyundai Creta [2015-2018] 1.6 SX Plus Petrol,Hyundai,Creta,2018,red,suv,25411,1st,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122,154,15.29,BS IV,"11,76,000"
Hyundai Creta [2018-2020] 1.6 SX VTVT,Hyundai,Creta,2019,white,suv,26198,1st,5,petrol,55,VTVT Petrol Engine,1696,6-Speed,Automatic,121.33,151,16.8,BS V,"12,74,000"
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2016,grey,hatchback,21812,1st,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,"3,62,000"
Renault Kwid 1.0 RXT Opt,Renault,Kwid,2020,white,hatchback,15591,1st,5,petrol,28,Petrol Engine,1298,5-Speed,Automatic,67,91,22,BS IV,"4,89,000"
Honda City [2014-2017] VX CVT,Honda,City,2015,white,sedan,50821,2nd,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.3,145,18,BS IV,"8,15,000"
Hyundai Creta [2015-2018] 1.6 SX Plus Petrol,Hyundai,Creta,2017,red,suv,57167,1st,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122,154,15.29,BS IV,"10,64,000"
Hyundai i10 [2010-2016] Magna Petrol,Hyundai,i10,2014,silver,hatchback,62904,1st,5,petrol,35,4 cylinder inline petrol engine,1197,5-Speed,Manual,68,99.08,19.81,BS III,"3,89,000"
Honda Jazz V MT,Honda,Jazz,2018,silver,hatchback,13074,1st,5,petrol,40,1.2 i-VTEC Petrol,1199,5-Speed,Manual,88.51,110,16.6,BS IV,"7,15,000"
Ford EcoSport [2015-2017] Trend + 1.5L TDCi,Ford,EcoSport,2016,grey,suv,96471,1st,5,diesel,52,1.5L DV5 (Diesel),1498,5-Speed,Manual,99,205,22.7,BS IV,"6,28,000"
Hyundai Eon [2011-2018] Era +,Hyundai,Eon,2015,red,hatchback,40959,1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.1,BS IV,"3,17,000"
Ford Figo Aspire [2019-2021] Titanium Plus 1.2 Ti-VCT,Ford,Figo Aspire,2020,white,sedan,18300,1st,5,petrol,42,Ti-VCT Petrol Engine,1798,5-Speed,Manual,94.93,119,18.5,BS V,"7,29,000"
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2017,grey,hatchback,32419,1st,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,"3,96,000"
Maruti Suzuki Ertiga [2015-2018] ZDI + SHVS,Maruti Suzuki,Ertiga,2016,blue,muv,35128,1st,7,diesel,45,DDiS Diesel Engine,1248,5-Speed,Manual,89,200,24.52,BS IV,"9,49,000"
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2016,grey,hatchback,36707,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,"4,53,000"
Maruti Suzuki Ertiga [2015-2018] ZDI + SHVS,Maruti Suzuki,Ertiga,2016,grey,muv,99495,1st,7,diesel,45,DDiS Diesel Engine,1248,5-Speed,Manual,89,200,24.52,BS IV,"8,98,000"
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2011,red,hatchback,69077,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,"2,81,000"
Hyundai Elite i20 [2014-2018] Sportz 1.2,Hyundai,Elite i20,2017,grey,hatchback,81673,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"6,28,000"
Hyundai Elite i20 [2014-2018] Asta 1.2,Hyundai,Elite i20,2017,blue,hatchback,22127,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"7,13,000"
Maruti Suzuki Wagon R 1.0 [2010-2019] LXI,Maruti Suzuki,Wagon R 1.0,2011,brown,hatchback,43763,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.9,BS V,"3,38,000"
Maruti Suzuki Ritz [2012-2017] Zxi,Maruti Suzuki,Ritz,2014,grey,hatchback,45887,2nd,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.5,BS IV,"4,45,000"
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2015,red,hatchback,68859,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,47,000"
Hyundai Elite i20 [2017-2018] Magna Executive 1.2,Hyundai,Elite i20,2017,white,hatchback,24353,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"6,20,000"
Ford Figo Aspire [2015-2019] Titanium 1.2 Ti-VCT,Ford,Figo Aspire,2017,white,sedan,53467,1st,5,petrol,42,Ti-VCT Petrol Engine,1194,5-Speed,Manual,94.93,119,18.5,BS V,"5,24,000"
Hyundai Verna [2017-2020] 1.6 VTVT SX (O) AT,Hyundai,Verna,2017,silver,sedan,18732,1st,5,petrol,45,VTVT Petrol Engine,1591,6-Speed,Automatic,121.3,151,17,BS V,"10,47,000"
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2015,white,hatchback,24631,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,"4,44,000"
Maruti Suzuki Ertiga [2015-2018] ZDI,Maruti Suzuki,Ertiga,2016,white,muv,54971,1st,7,diesel,45,DDiS Diesel Engine,1248,5-Speed,Manual,89,200,24.52,BS IV,"9,06,000"
Maruti Suzuki S-Presso VXI Opt CNG,Maruti Suzuki,S-Presso,2022,white,hatchback,12076,1st,5,petrol+cng,27,K10B Petrol Engine,998,5-Speed,Manual,58,78,31.19,BS IV,"6,86,000"
Hyundai i10 [2010-2016] Magna 1.2 Petrol,Hyundai,i10,2013,white,hatchback,35425,1st,5,petrol,35,Kappa Petrol Engine,1197,5-Speed,Manual,78.9,111.7,20.36,BS III,"3,72,000"
Hyundai Elite i20 [2014-2018] Sportz 1.4 CRDI,Hyundai,Elite i20,2016,silver,hatchback,54734,1st,5,diesel,45,"16 Valves, 4 Cylinder",1396,6-Speed,Manual,89,220,22.54,BS IV,"6,84,000"
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2015,silver,hatchback,39807,1st,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,"3,52,000"
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2014,grey,hatchback,41667,2nd,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,"3,92,000"
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2015,brown,hatchback,28840,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.5,BS IV,"4,89,000"
Hyundai Xcent [2014-2017] SX AT (O) Petrol,Hyundai,Xcent,2014,blue,sedan,69402,1st,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,4-Speed,Automatic,81,114,16.1,BS IV,"5,51,000"
Honda Jazz V CVT,Honda,Jazz,2017,white,hatchback,53613,2nd,5,petrol,40,1.2 i-VTEC Petrol,1199,7-Speed,Manual,88.51,110,17.01,BS IV,"6,88,000"
Kia Seltos GTX Plus,Kia,Seltos,2019,white,suv,27562,1st,5,petrol,50,Smartstream G1.4 T-GDi,1353,6-Speed,Manual,138,242,16.1,BS IV,"15,49,000"
Honda Jazz V MT,Honda,Jazz,2018,brown,hatchback,14952,1st,5,petrol,40,1.2 i-VTEC Petrol,1199,5-Speed,Manual,88.51,110,16.6,BS IV,"7,10,000"
Maruti Suzuki Wagon R 1.0 [2010-2019] LXI,Maruti Suzuki,Wagon R 1.0,2011,white,hatchback,71380,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.9,BS V,"3,08,000"
Mahindra Scorpio [2014-2017] S4 Plus,Mahindra,Scorpio,2015,white,suv,44987,1st,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,5-Speed,Manual,120,280,15.4,BS IV,"8,48,000"
Hyundai Elite i20 [2018-2020] Asta 1.2,Hyundai,Elite i20,2018,grey,hatchback,34491,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.6,BS V,"7,87,000"
Hyundai i20 Active [2015-2020] 1.2 SX,Hyundai,i20 Active,2016,white,crossover,88321,1st,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Automatic,82,115,17.19,BS V,"6,38,000"
Renault Kwid 1.0 RXT Opt,Renault,Kwid,2021,brown,hatchback,11275,1st,5,petrol,28,Petrol Engine,1298,5-Speed,Automatic,67,91,22,BS IV,"5,28,000"
Hyundai Verna [2011-2015] Fluidic 1.6 VTVT SX Opt AT,Hyundai,Verna,2013,silver,sedan,84391,1st,5,petrol,43,Front Wheel Drive,1591,4-Speed,Automatic,121,158,16.61,BS III,"6,06,000"
Maruti Suzuki Swift Dzire [2012-2017] VXi,Maruti Suzuki,Swift Dzire,2012,red,sedan,93004,1st,5,petrol,42,K Series VVT Engine,1197,5-Speed,Manual,85.8,114,19.1,BS IV,"4,42,000"
Maruti Suzuki Ciaz Alpha Petrol,Maruti Suzuki,Ciaz,2019,blue,sedan,23861,2nd,5,petrol,43,K15 Smart Hybrid Petrol E,1696,5-Speed,Manual,103.25,138,20.65,BS IV,"8,59,000"
Hyundai Grand i10 [2013-2017] Sportz 1.2 Kappa VTVT,Hyundai,Grand i10,2016,grey,hatchback,43877,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.9,BS IV,"5,14,000"
Honda City [2014-2017] V,Honda,City,2015,silver,sedan,76926,1st,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.3,145,17.8,BS IV,"6,63,000"
Hyundai Elite i20 [2014-2018] Magna 1.2,Hyundai,Elite i20,2016,blue,hatchback,94389,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"5,68,000"
Maruti Suzuki Ritz [2012-2017] Zxi,Maruti Suzuki,Ritz,2014,silver,hatchback,64291,2nd,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.5,BS IV,"4,07,000"
Hyundai Fluidic Verna 4S [2015-2018] 1.6 VTVT SX,Hyundai,Fluidic Verna 4S,2017,white,sedan,25068,1st,5,petrol,43,1.6L Gamma VTVT 5 Speed Manual Transmission,1591,5-Speed,Manual,121,158,17.4,BS IV,"8,24,000"
Renault Triber RXZ,Renault,Triber,2020,white,muv,27215,1st,7,petrol,40,1.0L Petrol Engine,999,5-Speed,Manual,71,96,20,BS IV,"7,39,000"
Hyundai i20 [2012-2014] Sportz 1.2,Hyundai,i20,2014,blue,hatchback,62692,2nd,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82.85,113,18.5,BS IV,"4,85,000"
Hyundai Verna SX Opt Diesel,Hyundai,Verna,2020,grey,sedan,16234,1st,5,diesel,45,1.5 l U2 CRDi,1493,6-Speed,Manual,113,250,25,BS IV,"14,64,000"
Hyundai Elite i20 [2018-2020] Sportz 1.2,Hyundai,Elite i20,2018,grey,hatchback,39742,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.6,BS V,"6,91,000"
Maruti Suzuki Wagon R 1.0 [2015-2019] VXI AMT,Maruti Suzuki,Wagon R 1.0,2017,grey,hatchback,27876,1st,5,petrol,32,K10B Petrol Engine,998,5-Speed,Manual,67.05,90,21.79,BS V,"5,12,000"
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI (O),Hyundai,Elite i20,2017,red,hatchback,51511,1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,"7,88,000"
Maruti Suzuki Swift [2011-2017] VDi,Maruti Suzuki,Swift,2012,black,hatchback,82049,1st,5,diesel,43,DDiS Diesel Engine,1248,5-Speed,Manual,74,190,22.9,BS IV,"4,57,000"
Maruti Suzuki Dzire [2017-2020] ZXi Plus,Maruti Suzuki,Dzire,2018,blue,sedan,16257,1st,5,petrol,37,1.2 Litre Petrol Engine,1197,5-Speed,Automatic,88.5,113,23.26,BS V,"7,55,000"
Mahindra XUV 300 W8 (O) Diesel,Mahindra,XUV 300,2020,white,suv,39894,1st,5,diesel,42,1.5L Turbo Diesel,1497,6-Speed,Manual,115,300,20,BS IV,"12,77,000"
Maruti Suzuki Eeco 5 STR WITH A/C+HTR,Maruti Suzuki,Eeco,2018,grey,muv,24630,1st,5,petrol,40,Aluminium 32 bit,1196,5-Speed,Manual,72.42,98,16.11,BS IV,"4,52,000"
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2013,red,hatchback,74834,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,"3,01,000"
Maruti Suzuki Alto K10 [2010-2014] LXi,Maruti Suzuki,Alto K10,2011,black,hatchback,54857,2nd,5,petrol,35,K10B,998,5-Speed,Manual,67.1,90,20.92,BS IV,"2,62,000"
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2013,red,hatchback,59394,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,"3,08,000"
Maruti Suzuki Ciaz Alpha Petrol,Maruti Suzuki,Ciaz,2020,white,sedan,8617,1st,5,petrol,43,K15 Smart Hybrid Petrol E,1696,5-Speed,Manual,103.25,138,20.65,BS IV,"10,23,000"
Ford Freestyle [2017-2021] Titanium 1.2,Ford,Freestyle,2018,red,crossover,29028,1st,5,petrol,42,1.2 litre Petrol Engine,1298,5-Speed,Automatic,94.93,119,18.5,BS IV,"6,35,000"
Maruti Suzuki Ciaz Alpha Petrol,Maruti Suzuki,Ciaz,2020,grey,sedan,4878,1st,5,petrol,43,K15 Smart Hybrid Petrol E,1696,5-Speed,Manual,103.25,138,20.65,BS IV,"10,15,000"
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2011,silver,hatchback,82262,2nd,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,"2,55,000"
